city,area_sqft,bhk,bathrooms,parking,location_type,property_age,furnishing,price
Jaipur,2333,5,1,0,Standard,11,Furnished,12715000.0
Pune,2750,2,3,0,Standard,7,Unfurnished,22350000.0
Lucknow,2684,2,3,1,Premium,19,Semi-Furnished,15851400.0
Lucknow,2300,4,1,1,Premium,5,Unfurnished,14255000.0
Jaipur,2990,2,1,1,Developing,9,Unfurnished,12160000.0
Bengaluru,1461,4,1,0,Developing,18,Semi-Furnished,14275600.0
Kolkata,1897,3,2,0,Developing,10,Unfurnished,9405600.0
Chennai,988,3,2,0,Premium,4,Furnished,10733000.0
Chennai,2428,1,3,1,Standard,13,Furnished,18710000.0
Bengaluru,1614,4,4,0,Standard,4,Unfurnished,20368000.0
Kolkata,2516,3,2,1,Developing,1,Unfurnished,12976800.0
Ahmedabad,551,5,2,0,Developing,16,Furnished,3324400.0
Bengaluru,1677,1,3,0,Standard,13,Furnished,20474000.0
Chennai,2355,1,1,0,Standard,3,Unfurnished,17812500.0
Ahmedabad,1881,2,4,1,Premium,2,Furnished,14799150.0
Bengaluru,898,2,4,0,Premium,18,Semi-Furnished,14158800.0
Pune,2040,1,3,1,Developing,4,Unfurnished,13506000.0
Kolkata,2057,2,4,0,Premium,9,Unfurnished,16394600.0
Lucknow,2264,1,2,1,Standard,8,Semi-Furnished,10588000.0
Hyderabad,506,4,3,0,Premium,1,Furnished,6154600.0
Jaipur,817,3,3,1,Premium,14,Semi-Furnished,5910500.0
Bengaluru,1018,4,3,0,Premium,13,Semi-Furnished,16580800.0
Chennai,2075,4,2,1,Premium,17,Furnished,21031250.0
Mumbai,2248,5,2,0,Premium,19,Semi-Furnished,53103200.0
Kolkata,898,5,3,0,Developing,17,Furnished,5260400.0
Mumbai,655,3,4,1,Standard,9,Unfurnished,12490000.0
Kolkata,1897,4,3,0,Standard,19,Semi-Furnished,11782000.0
Kolkata,2575,4,3,1,Standard,14,Furnished,16500000.0
Pune,1396,5,1,1,Standard,11,Unfurnished,11868000.0
Mumbai,692,4,2,1,Developing,20,Semi-Furnished,10364800.0
Chennai,593,5,2,1,Developing,3,Furnished,5258000.0
Jaipur,1230,1,3,1,Standard,3,Furnished,7150000.0
Bengaluru,1064,5,2,0,Premium,4,Unfurnished,17598400.0
Delhi,1953,4,4,0,Premium,14,Furnished,39083500.0
Ahmedabad,1822,4,2,1,Developing,2,Furnished,9566800.0
Bengaluru,2280,2,3,1,Premium,5,Furnished,36668000.0
Mumbai,1762,1,4,1,Developing,14,Semi-Furnished,25672800.0
Hyderabad,2498,1,4,0,Standard,19,Unfurnished,17136000.0
Mumbai,1144,4,4,0,Premium,16,Semi-Furnished,27419600.0
Pune,1018,5,4,1,Premium,4,Unfurnished,11937200.0
Chennai,816,1,3,0,Premium,11,Furnished,8406000.0
Delhi,1777,4,2,0,Developing,7,Semi-Furnished,22224000.0
Bengaluru,728,2,1,1,Standard,8,Semi-Furnished,9236000.0
Bengaluru,520,5,1,0,Premium,3,Semi-Furnished,9312000.0
Pune,1354,1,4,1,Standard,14,Semi-Furnished,11132000.0
Bengaluru,2051,5,1,1,Standard,15,Unfurnished,25112000.0
Ahmedabad,1329,4,3,1,Developing,2,Furnished,7497600.0
Chennai,2104,4,2,1,Developing,12,Unfurnished,13174000.0
Lucknow,1673,3,2,1,Standard,11,Semi-Furnished,8178500.0
Bengaluru,2735,2,3,0,Premium,2,Semi-Furnished,43516000.0
Mumbai,2242,3,1,1,Standard,1,Semi-Furnished,41406000.0
Lucknow,2116,2,3,1,Premium,4,Semi-Furnished,13278600.0
Chennai,1039,1,3,0,Standard,3,Semi-Furnished,8392500.0
Lucknow,2196,1,2,0,Premium,16,Semi-Furnished,12696600.0
Jaipur,1784,3,2,0,Developing,19,Unfurnished,6986000.0
Lucknow,671,3,3,1,Developing,2,Furnished,3865600.0
Lucknow,1346,1,4,0,Developing,8,Unfurnished,5045600.0
Mumbai,1771,3,2,1,Standard,17,Semi-Furnished,32228000.0
Ahmedabad,1032,5,1,0,Premium,5,Unfurnished,8228800.0
Lucknow,2464,5,3,0,Premium,16,Furnished,15414400.0
Chennai,1906,3,2,1,Standard,1,Unfurnished,15195000.0
Lucknow,1605,2,1,1,Developing,15,Semi-Furnished,5928000.0
Jaipur,2600,5,3,0,Premium,0,Unfurnished,18200000.0
Lucknow,1880,2,2,0,Developing,14,Semi-Furnished,6918000.0
Pune,2910,5,1,0,Developing,10,Semi-Furnished,19474000.0
Bengaluru,2381,1,1,0,Standard,19,Furnished,28422000.0
Mumbai,1946,5,1,1,Premium,10,Semi-Furnished,46536400.0
Bengaluru,1968,1,1,0,Standard,19,Unfurnished,22966000.0
Kolkata,1366,3,1,0,Developing,7,Furnished,7406800.0
Chennai,1605,1,4,0,Standard,3,Unfurnished,12487500.0
Delhi,2400,3,1,1,Standard,3,Unfurnished,36700000.0
Delhi,1201,5,3,1,Developing,3,Semi-Furnished,15962000.0
Delhi,2520,3,2,0,Developing,18,Furnished,30640000.0
Kolkata,604,1,2,0,Premium,1,Furnished,5561200.0
Delhi,1671,4,1,0,Standard,13,Unfurnished,25315000.0
Lucknow,1342,1,2,0,Premium,2,Furnished,8650700.0
Kolkata,1956,3,4,0,Developing,3,Semi-Furnished,10488800.0
Chennai,1255,5,3,1,Developing,0,Unfurnished,8980000.0
Ahmedabad,1279,3,3,0,Standard,17,Unfurnished,7084500.0
Bengaluru,1723,2,1,0,Developing,12,Unfurnished,16440800.0
Jaipur,2338,2,1,1,Premium,18,Furnished,15447000.0
Pune,1010,3,3,0,Standard,9,Unfurnished,8530000.0
Mumbai,1426,5,1,1,Developing,9,Semi-Furnished,21584400.0
Ahmedabad,2133,4,2,0,Developing,5,Furnished,10635200.0
Lucknow,660,5,3,0,Premium,6,Unfurnished,4861000.0
Ahmedabad,2014,3,4,1,Standard,19,Furnished,11777000.0
Jaipur,2091,3,4,1,Developing,8,Furnished,9614000.0
Kolkata,1259,2,2,1,Premium,7,Unfurnished,10220200.0
Lucknow,1298,4,1,0,Developing,15,Unfurnished,4822800.0
Lucknow,1279,3,3,0,Developing,20,Semi-Furnished,4754400.0
Jaipur,1704,1,1,0,Standard,10,Semi-Furnished,8570000.0
Chennai,2771,4,4,1,Standard,0,Furnished,22632500.0
Delhi,2382,4,3,0,Premium,11,Semi-Furnished,47249000.0
Chennai,1346,1,3,1,Premium,10,Furnished,13773500.0
Kolkata,2454,2,1,0,Developing,3,Unfurnished,12129200.0
Chennai,1484,5,1,1,Developing,11,Furnished,10104000.0
Mumbai,719,4,3,0,Premium,18,Semi-Furnished,17274600.0
Mumbai,2562,5,2,1,Standard,10,Unfurnished,46966000.0
Hyderabad,2947,2,4,1,Developing,18,Unfurnished,16553200.0
Mumbai,1953,4,4,0,Developing,15,Semi-Furnished,28823200.0
Lucknow,2630,2,3,0,Standard,15,Furnished,12285000.0
Kolkata,725,1,4,1,Premium,18,Unfurnished,5505000.0
Lucknow,1320,4,1,1,Standard,6,Unfurnished,6690000.0
Ahmedabad,2676,1,1,0,Standard,19,Semi-Furnished,14318000.0
Mumbai,2100,5,3,0,Standard,11,Furnished,39050000.0
Kolkata,807,3,2,1,Premium,0,Semi-Furnished,7494600.0
Jaipur,2382,3,1,1,Premium,19,Unfurnished,15383000.0
Chennai,2089,2,3,1,Standard,3,Furnished,16867500.0
Chennai,2476,3,4,0,Developing,9,Semi-Furnished,15656000.0
Mumbai,1141,3,2,0,Standard,18,Furnished,20938000.0
Bengaluru,912,4,2,0,Standard,0,Semi-Furnished,12194000.0
Kolkata,2329,3,4,1,Developing,20,Unfurnished,11329200.0
Mumbai,1892,4,2,1,Developing,20,Unfurnished,27394800.0
Pune,2352,5,1,1,Standard,11,Unfurnished,19516000.0
Bengaluru,1085,4,1,0,Standard,11,Furnished,13870000.0
Kolkata,1440,1,3,1,Premium,1,Furnished,12332000.0
Mumbai,554,4,4,1,Standard,20,Unfurnished,10322000.0
Chennai,1642,3,3,1,Developing,12,Furnished,10802000.0
Kolkata,1002,4,4,0,Premium,10,Semi-Furnished,8765600.0
Delhi,2016,2,4,1,Developing,20,Unfurnished,24142000.0
Mumbai,1667,5,2,0,Standard,9,Furnished,31256000.0
Kolkata,2519,4,1,1,Premium,5,Unfurnished,20448200.0
Pune,1550,2,4,0,Developing,17,Semi-Furnished,10120000.0
Delhi,682,2,4,1,Standard,6,Unfurnished,10880000.0
Jaipur,2460,4,3,0,Premium,14,Furnished,16890000.0
Bengaluru,1190,4,3,1,Premium,17,Semi-Furnished,19214000.0
Chennai,1885,1,4,1,Premium,19,Semi-Furnished,18428750.0
Delhi,2201,1,1,0,Developing,10,Semi-Furnished,26462000.0
Delhi,2706,5,1,0,Standard,3,Semi-Furnished,41790000.0
Lucknow,2908,2,2,0,Premium,15,Semi-Furnished,17111800.0
Delhi,1867,3,2,1,Premium,11,Furnished,37306500.0
Kolkata,1741,2,3,0,Standard,7,Semi-Furnished,11046000.0
Ahmedabad,878,2,3,1,Premium,12,Semi-Furnished,6777700.0
Hyderabad,1845,3,2,1,Standard,20,Unfurnished,12865000.0
Lucknow,1079,3,1,1,Developing,11,Semi-Furnished,4434400.0
Pune,1772,5,4,0,Premium,19,Semi-Furnished,19128800.0
Hyderabad,1158,5,3,1,Standard,5,Semi-Furnished,9556000.0
Hyderabad,2116,1,2,0,Standard,14,Furnished,15012000.0
Chennai,1030,4,4,0,Developing,4,Semi-Furnished,7430000.0
Mumbai,1957,4,2,1,Standard,9,Semi-Furnished,36176000.0
Mumbai,1603,3,4,1,Premium,2,Semi-Furnished,38810200.0
Delhi,1301,3,1,0,Standard,20,Unfurnished,19215000.0
Jaipur,2237,3,4,0,Standard,17,Unfurnished,11335000.0
Hyderabad,2153,3,1,0,Premium,4,Furnished,20592300.0
Mumbai,2763,4,2,1,Developing,14,Semi-Furnished,40487200.0
Ahmedabad,708,5,2,0,Developing,20,Unfurnished,3315200.0
Kolkata,1654,5,4,0,Standard,9,Unfurnished,10874000.0
Kolkata,962,3,3,1,Premium,8,Unfurnished,8153600.0
Ahmedabad,2330,3,3,0,Standard,7,Unfurnished,13365000.0
Hyderabad,2803,1,3,1,Developing,2,Unfurnished,16246800.0
Bengaluru,2489,4,4,1,Premium,10,Furnished,40178400.0
Lucknow,682,1,3,0,Standard,13,Semi-Furnished,3169000.0
Hyderabad,2924,2,3,1,Developing,16,Unfurnished,16424400.0
Mumbai,1843,2,2,0,Developing,6,Furnished,27339200.0
Kolkata,947,5,1,0,Premium,0,Semi-Furnished,8736600.0
Delhi,2313,5,3,0,Premium,18,Semi-Furnished,45753500.0
Kolkata,979,2,4,0,Developing,11,Semi-Furnished,5199200.0
Lucknow,2379,5,4,0,Premium,7,Furnished,15467150.0
Mumbai,1198,2,4,1,Standard,0,Unfurnished,22514000.0
Jaipur,1002,5,1,1,Developing,10,Furnished,5258000.0
Chennai,1833,5,4,0,Standard,14,Unfurnished,14447500.0
Kolkata,1182,3,1,1,Standard,8,Furnished,8042000.0
Lucknow,1763,1,4,1,Premium,1,Unfurnished,11013550.0
Hyderabad,1157,4,2,1,Standard,2,Semi-Furnished,9399000.0
Kolkata,2600,5,3,0,Developing,5,Semi-Furnished,13780000.0
Chennai,1631,3,3,1,Premium,12,Semi-Furnished,16602250.0
Chennai,2646,4,1,1,Premium,9,Semi-Furnished,26648500.0
Mumbai,2440,1,2,0,Developing,7,Furnished,35686000.0
Kolkata,660,5,4,0,Developing,16,Unfurnished,3768000.0
Lucknow,1108,5,4,0,Standard,5,Unfurnished,6136000.0
Mumbai,763,5,3,1,Developing,18,Furnished,12037200.0
Hyderabad,2666,3,3,0,Premium,19,Unfurnished,24210600.0
Chennai,779,5,4,1,Developing,17,Furnished,5874000.0
Lucknow,2927,3,3,1,Premium,18,Furnished,17772950.0
Chennai,2064,2,1,0,Developing,6,Furnished,13084000.0
Mumbai,609,1,4,1,Developing,6,Unfurnished,9219600.0
Pune,2169,4,2,0,Standard,12,Unfurnished,17752000.0
Chennai,1971,5,1,1,Standard,9,Unfurnished,15582500.0
Pune,2634,2,3,1,Developing,16,Unfurnished,16907600.0
Pune,1845,1,2,1,Standard,8,Furnished,15410000.0
Delhi,1683,2,3,0,Premium,18,Semi-Furnished,32868500.0
Pune,2703,1,2,1,Developing,3,Furnished,18199200.0
Ahmedabad,1795,3,4,0,Premium,5,Unfurnished,13584250.0
Mumbai,1141,5,3,1,Standard,6,Furnished,22188000.0
Kolkata,2954,2,4,0,Premium,15,Unfurnished,23091200.0
Delhi,713,1,2,1,Developing,12,Semi-Furnished,8756000.0
Delhi,2075,5,1,1,Premium,11,Semi-Furnished,41412500.0
Ahmedabad,1328,5,2,0,Standard,6,Semi-Furnished,8454000.0
Chennai,648,5,2,0,Standard,14,Furnished,5860000.0
Delhi,701,1,4,0,Developing,14,Semi-Furnished,8562000.0
Mumbai,961,2,4,1,Developing,8,Unfurnished,14388400.0
Lucknow,1498,1,4,0,Developing,11,Semi-Furnished,5692800.0
Pune,1409,1,1,1,Premium,3,Unfurnished,14953600.0
Mumbai,2939,4,3,0,Premium,19,Unfurnished,68922600.0
Lucknow,2765,5,4,0,Standard,15,Unfurnished,13092500.0
Hyderabad,1238,2,2,1,Developing,5,Semi-Furnished,7682800.0
Ahmedabad,1912,4,2,0,Standard,8,Semi-Furnished,11366000.0
Delhi,1855,3,3,0,Premium,13,Furnished,36922500.0
Kolkata,2702,3,2,0,Developing,12,Furnished,13669600.0
Pune,1618,2,3,0,Developing,0,Furnished,11555200.0
Delhi,2155,1,4,0,Premium,15,Furnished,42372500.0
Bengaluru,1093,2,2,1,Developing,10,Semi-Furnished,10992800.0
Kolkata,1168,2,4,1,Premium,20,Semi-Furnished,9310400.0
Jaipur,1348,3,2,1,Developing,8,Semi-Furnished,6192000.0
Lucknow,1693,4,4,1,Developing,16,Furnished,7144800.0
Bengaluru,2227,2,4,1,Standard,11,Furnished,27624000.0
Lucknow,725,3,2,0,Developing,4,Semi-Furnished,3460000.0
Mumbai,1913,3,3,1,Standard,16,Semi-Furnished,34934000.0
Bengaluru,1703,2,2,1,Premium,2,Semi-Furnished,27466800.0
Lucknow,1137,4,3,1,Premium,13,Furnished,7751450.0
Mumbai,2980,3,1,0,Developing,8,Unfurnished,43212000.0
Ahmedabad,916,4,3,0,Standard,10,Furnished,6138000.0
Kolkata,2236,3,4,1,Premium,17,Unfurnished,17740800.0
Pune,1080,4,4,0,Premium,2,Furnished,12832000.0
Mumbai,1528,3,3,0,Developing,11,Semi-Furnished,22603200.0
Kolkata,1984,2,1,1,Premium,14,Furnished,15925200.0
Bengaluru,766,4,4,1,Standard,17,Unfurnished,9692000.0
Mumbai,926,5,2,1,Developing,3,Unfurnished,14534400.0
Ahmedabad,1657,5,3,0,Premium,6,Unfurnished,12847550.0
Jaipur,2813,4,4,1,Developing,13,Semi-Furnished,12202000.0
Lucknow,1445,5,4,1,Premium,14,Furnished,9803250.0
Lucknow,2512,2,3,1,Standard,9,Semi-Furnished,11954000.0
Mumbai,1403,4,3,0,Developing,11,Unfurnished,20753200.0
Delhi,643,1,4,0,Premium,8,Semi-Furnished,12988500.0
Mumbai,910,1,4,1,Premium,14,Furnished,21844000.0
Hyderabad,540,2,4,1,Premium,19,Semi-Furnished,5164000.0
Hyderabad,2754,1,2,1,Standard,11,Semi-Furnished,19528000.0
Pune,525,5,1,1,Standard,0,Unfurnished,5450000.0
Ahmedabad,1549,2,3,1,Developing,14,Furnished,7465600.0
Jaipur,971,4,3,1,Premium,15,Semi-Furnished,7061500.0
Delhi,830,1,4,0,Premium,18,Furnished,16385000.0
Mumbai,883,5,1,0,Standard,16,Furnished,16694000.0
Pune,936,1,1,1,Standard,1,Unfurnished,7888000.0
Ahmedabad,2667,4,4,1,Standard,5,Furnished,16268500.0
Kolkata,2248,5,2,0,Standard,6,Unfurnished,14388000.0
Chennai,1946,5,1,0,Developing,6,Unfurnished,12476000.0
Lucknow,2767,4,3,1,Developing,17,Unfurnished,10361200.0
Bengaluru,992,4,1,0,Premium,11,Unfurnished,15825200.0
Mumbai,2991,2,4,0,Premium,1,Semi-Furnished,70989400.0
Ahmedabad,1081,1,1,0,Developing,13,Semi-Furnished,4656400.0
Delhi,2043,4,3,1,Premium,8,Furnished,41188500.0
Lucknow,1429,4,3,1,Standard,5,Semi-Furnished,7680500.0
Pune,705,5,4,1,Developing,0,Unfurnished,6062000.0
Hyderabad,2745,2,3,0,Standard,1,Unfurnished,19865000.0
Hyderabad,518,4,3,0,Standard,3,Unfurnished,4576000.0
Kolkata,509,2,3,0,Developing,8,Furnished,3243200.0
Pune,948,3,2,0,Developing,10,Semi-Furnished,6617200.0
Jaipur,2905,3,1,0,Standard,11,Semi-Furnished,14925000.0
Pune,2006,4,3,0,Developing,0,Unfurnished,13938400.0
Ahmedabad,983,4,3,0,Premium,3,Unfurnished,7978450.0
Delhi,2283,1,1,1,Developing,10,Unfurnished,27346000.0
Kolkata,1798,3,1,0,Premium,17,Furnished,14374400.0
Chennai,953,5,4,0,Developing,0,Semi-Furnished,7368000.0
Ahmedabad,997,3,4,1,Developing,0,Furnished,6036800.0
Lucknow,1102,1,2,0,Developing,7,Furnished,4517200.0
Delhi,1953,3,1,1,Developing,12,Semi-Furnished,23936000.0
Delhi,1804,3,2,0,Standard,8,Unfurnished,27460000.0
Chennai,964,3,1,1,Standard,13,Semi-Furnished,7680000.0
Chennai,1469,5,2,0,Developing,17,Furnished,9664000.0
Jaipur,1525,3,1,0,Premium,4,Furnished,10912500.0
Chennai,905,2,2,0,Standard,8,Furnished,7487500.0
Lucknow,1471,3,1,0,Standard,20,Unfurnished,6319500.0
Ahmedabad,1413,2,4,1,Developing,8,Furnished,7267200.0
Chennai,1730,1,2,1,Standard,14,Furnished,13325000.0
Kolkata,2098,2,4,0,Premium,19,Furnished,16714400.0
Kolkata,548,2,1,1,Premium,16,Furnished,4624400.0
Jaipur,2258,3,4,0,Standard,6,Semi-Furnished,12240000.0
Jaipur,1391,4,3,1,Premium,19,Furnished,9841500.0
Jaipur,796,2,1,0,Developing,8,Unfurnished,3284000.0
Pune,1650,3,3,1,Standard,14,Furnished,14050000.0
Jaipur,952,3,2,1,Standard,17,Semi-Furnished,5110000.0
Hyderabad,1331,4,3,1,Standard,6,Furnished,10767000.0
Hyderabad,896,5,1,0,Standard,7,Semi-Furnished,7272000.0
Bengaluru,1133,3,3,1,Premium,8,Unfurnished,18324800.0
Hyderabad,862,5,3,0,Standard,10,Semi-Furnished,7084000.0
Pune,2930,5,3,1,Standard,15,Semi-Furnished,24390000.0
Delhi,1020,2,2,1,Developing,8,Furnished,13090000.0
Lucknow,2639,4,1,0,Developing,14,Furnished,10200400.0
Jaipur,1176,4,4,0,Premium,0,Unfurnished,8844000.0
Chennai,2822,3,1,0,Standard,20,Semi-Furnished,21115000.0
Mumbai,1319,3,2,1,Developing,4,Unfurnished,19743600.0
Lucknow,2626,3,2,1,Premium,15,Furnished,16062100.0
Ahmedabad,1274,1,2,1,Standard,11,Semi-Furnished,7257000.0
Lucknow,608,2,2,0,Developing,11,Unfurnished,2238800.0
Hyderabad,1326,3,4,0,Developing,6,Semi-Furnished,8375600.0
Hyderabad,1040,4,2,1,Premium,11,Semi-Furnished,10314000.0
Ahmedabad,2492,2,4,1,Standard,1,Unfurnished,14606000.0
Hyderabad,2217,2,1,1,Standard,0,Furnished,16669000.0
Ahmedabad,1802,1,4,1,Premium,20,Semi-Furnished,12884300.0
Lucknow,1824,2,4,1,Standard,18,Furnished,8758000.0
Chennai,1224,5,2,1,Developing,9,Semi-Furnished,8494000.0
Hyderabad,1716,1,1,0,Standard,1,Furnished,12762000.0
Kolkata,1909,3,1,0,Standard,16,Semi-Furnished,11604000.0
Kolkata,2701,1,2,1,Premium,13,Semi-Furnished,21217800.0
Pune,955,1,1,1,Premium,18,Furnished,9982000.0
Kolkata,2693,2,2,1,Premium,11,Unfurnished,21205400.0
Pune,2476,3,2,0,Standard,4,Semi-Furnished,20658000.0
Hyderabad,1000,4,2,0,Premium,10,Unfurnished,9600000.0
Chennai,1212,5,2,1,Standard,6,Unfurnished,10140000.0
Hyderabad,1336,2,4,1,Premium,3,Unfurnished,12957600.0
Ahmedabad,2366,1,1,1,Premium,3,Semi-Furnished,17466900.0
Lucknow,1448,5,3,1,Developing,17,Semi-Furnished,6062800.0
Ahmedabad,1117,3,4,1,Standard,12,Furnished,7193500.0
Kolkata,978,1,4,1,Developing,18,Semi-Furnished,4794400.0
Hyderabad,1733,2,4,0,Developing,14,Furnished,10304800.0
Chennai,877,2,2,0,Premium,8,Unfurnished,8750750.0
Ahmedabad,2946,1,2,0,Developing,19,Semi-Furnished,12662400.0
Delhi,2475,5,2,0,Premium,2,Unfurnished,49362500.0
Kolkata,1190,3,3,0,Premium,4,Unfurnished,9982000.0
Bengaluru,2921,5,1,0,Developing,19,Furnished,28691600.0
Kolkata,2209,1,2,1,Premium,9,Semi-Furnished,17580200.0
Ahmedabad,1939,5,2,0,Premium,12,Semi-Furnished,14713850.0
Chennai,1493,3,1,1,Developing,19,Furnished,9358000.0
Lucknow,1670,5,1,1,Developing,20,Unfurnished,6262000.0
Mumbai,562,1,2,0,Standard,15,Unfurnished,9766000.0
Hyderabad,1669,3,2,1,Developing,0,Semi-Furnished,10546400.0
Ahmedabad,1480,4,3,1,Standard,9,Furnished,9440000.0
Hyderabad,2599,1,1,1,Standard,14,Semi-Furnished,18193000.0
Delhi,737,4,3,1,Premium,10,Unfurnished,15121500.0
Bengaluru,1794,3,4,0,Standard,0,Semi-Furnished,22778000.0
Lucknow,1512,3,1,1,Developing,11,Semi-Furnished,5993200.0
Jaipur,951,5,1,1,Premium,18,Furnished,7031500.0
Pune,1239,1,3,1,Premium,12,Semi-Furnished,13185600.0
Lucknow,1992,4,4,1,Premium,0,Furnished,13503200.0
Ahmedabad,2327,5,4,0,Standard,6,Unfurnished,13898500.0
Kolkata,1020,1,1,0,Standard,19,Semi-Furnished,5720000.0
Bengaluru,1151,4,1,1,Premium,12,Unfurnished,18405600.0
Kolkata,1652,3,2,1,Premium,16,Semi-Furnished,13285600.0
Bengaluru,1575,3,1,1,Standard,8,Furnished,19850000.0
Chennai,636,1,2,0,Premium,19,Semi-Furnished,5901000.0
Hyderabad,572,4,1,0,Standard,3,Semi-Furnished,5004000.0
Hyderabad,1629,3,1,1,Developing,9,Furnished,10022400.0
Chennai,2494,5,2,0,Premium,0,Unfurnished,25516500.0
Lucknow,1621,5,2,1,Premium,3,Unfurnished,10682850.0
Mumbai,2337,2,3,0,Developing,5,Furnished,34602800.0
Lucknow,892,2,1,1,Premium,2,Semi-Furnished,6018200.0
Kolkata,2410,2,4,1,Premium,5,Unfurnished,19498000.0
Bengaluru,1275,1,1,1,Developing,8,Semi-Furnished,12540000.0
Delhi,1422,1,3,0,Premium,4,Unfurnished,28029000.0
Chennai,2620,5,4,1,Developing,20,Semi-Furnished,16520000.0
Jaipur,1912,1,2,0,Standard,19,Semi-Furnished,9260000.0
Chennai,2483,2,2,1,Standard,17,Semi-Furnished,18772500.0
Ahmedabad,1460,4,2,1,Premium,18,Furnished,11189000.0
Pune,2760,2,4,0,Standard,16,Unfurnished,22080000.0
Jaipur,1704,2,4,1,Developing,5,Furnished,8016000.0
Ahmedabad,1234,2,2,0,Standard,18,Semi-Furnished,6737000.0
Kolkata,1281,2,4,1,Developing,16,Furnished,6798800.0
Lucknow,1347,2,3,0,Premium,11,Semi-Furnished,8279950.0
Delhi,2343,4,2,0,Developing,6,Furnished,29316000.0
Kolkata,2187,3,1,0,Standard,15,Semi-Furnished,13322000.0
Hyderabad,1126,2,2,1,Standard,3,Semi-Furnished,8732000.0
Kolkata,1341,1,4,1,Premium,1,Furnished,11659800.0
Bengaluru,1281,4,1,0,Standard,20,Semi-Furnished,15522000.0
Bengaluru,2989,4,3,1,Developing,6,Unfurnished,29644400.0
Delhi,2892,3,2,0,Standard,15,Furnished,43930000.0
Bengaluru,679,1,1,0,Standard,20,Furnished,7948000.0
Mumbai,648,1,4,1,Developing,4,Furnished,10381200.0
Bengaluru,897,4,3,0,Developing,14,Unfurnished,9011200.0
Hyderabad,1849,2,4,1,Developing,8,Semi-Furnished,11154400.0
Jaipur,2772,3,3,1,Premium,18,Furnished,18668000.0
Delhi,2982,3,3,0,Premium,3,Unfurnished,58899000.0
Lucknow,1659,2,1,1,Premium,15,Semi-Furnished,9855150.0
Pune,900,5,2,0,Developing,10,Furnished,6960000.0
Hyderabad,2833,1,3,0,Premium,1,Furnished,26730300.0
Hyderabad,2494,1,2,1,Developing,13,Unfurnished,13866400.0
Chennai,1357,2,1,1,Premium,15,Semi-Furnished,13380750.0
Pune,515,4,4,1,Standard,2,Semi-Furnished,5620000.0
Mumbai,901,2,3,1,Premium,12,Semi-Furnished,21583400.0
Bengaluru,1897,4,1,0,Standard,15,Unfurnished,22914000.0
Chennai,1163,5,1,1,Premium,7,Furnished,12739250.0
Bengaluru,893,2,2,0,Premium,10,Semi-Furnished,14280800.0
Mumbai,952,5,1,1,Standard,17,Furnished,18036000.0
Kolkata,2832,1,3,1,Standard,11,Furnished,17592000.0
Bengaluru,1451,4,1,1,Standard,16,Unfurnished,17662000.0
Delhi,2670,4,4,1,Developing,10,Furnished,33390000.0
Mumbai,2284,5,2,0,Developing,6,Semi-Furnished,34039600.0
Lucknow,1410,1,3,1,Premium,13,Furnished,8748500.0
Lucknow,656,4,4,0,Standard,16,Furnished,3852000.0
Mumbai,1573,2,4,1,Standard,6,Unfurnished,28964000.0
Bengaluru,1516,2,2,1,Standard,8,Unfurnished,18542000.0
Mumbai,2344,3,1,1,Standard,19,Furnished,42592000.0
Ahmedabad,912,4,4,1,Standard,16,Semi-Furnished,5816000.0
Ahmedabad,1607,3,1,0,Standard,14,Semi-Furnished,9088500.0
Jaipur,2848,2,3,0,Premium,13,Unfurnished,18562000.0
Hyderabad,512,4,2,0,Standard,18,Furnished,4184000.0
Mumbai,1481,1,4,0,Premium,9,Unfurnished,34805400.0
Delhi,847,2,2,1,Standard,16,Unfurnished,12655000.0
Delhi,2292,5,1,0,Premium,19,Unfurnished,44844000.0
Kolkata,2610,2,3,1,Developing,11,Semi-Furnished,13078000.0
Delhi,2709,1,1,0,Standard,3,Unfurnished,40785000.0
Lucknow,2976,2,2,0,Standard,9,Unfurnished,13542000.0
Mumbai,1021,5,2,0,Developing,14,Semi-Furnished,15452400.0
Chennai,2567,3,2,0,Premium,14,Furnished,25628250.0
Delhi,2395,3,4,1,Premium,20,Semi-Furnished,47102500.0
Ahmedabad,2204,5,4,1,Premium,6,Semi-Furnished,17258600.0
Bengaluru,1919,2,2,1,Premium,7,Furnished,30836400.0
Mumbai,2758,1,3,0,Developing,13,Unfurnished,39565200.0
Chennai,2399,3,3,0,Premium,3,Semi-Furnished,24390250.0
Ahmedabad,664,5,4,1,Standard,10,Unfurnished,4702000.0
Jaipur,2588,2,3,1,Developing,15,Unfurnished,10452000.0
Ahmedabad,2231,2,4,1,Developing,14,Unfurnished,10066400.0
Lucknow,2106,1,3,0,Developing,5,Semi-Furnished,8081600.0
Kolkata,1670,2,2,1,Standard,7,Unfurnished,10420000.0
Lucknow,1612,1,3,0,Premium,11,Semi-Furnished,9630200.0
Hyderabad,1860,4,3,0,Developing,12,Semi-Furnished,11166000.0
Kolkata,2765,5,1,0,Standard,4,Furnished,17990000.0
Kolkata,2555,5,2,1,Premium,0,Furnished,21779000.0
Bengaluru,953,4,4,1,Standard,19,Unfurnished,11836000.0
Mumbai,2965,5,3,1,Standard,6,Unfurnished,54520000.0
Hyderabad,927,2,4,0,Developing,6,Furnished,6191200.0
Chennai,580,1,4,0,Premium,2,Semi-Furnished,6405000.0
